"","iwm94","hischshr1520m","hischshr1520f","lpop1994","sexr","lareapre"
"1",-0.356066316366196,0.379310339689255,0.229629635810852,7.99699020385742,0.977481484413147,11.2217302322388
"2",-0.54347825050354,0.308900535106659,0.254385977983475,7.36264514923096,1.12034237384796,10.6269941329956
"3",-0.204092293977737,0.226284012198448,0.226827308535576,13.1752614974976,0.974625408649445,NA
"4",-0.449720650911331,0.171171173453331,0.158536583185196,7.62315320968628,1.02521455287933,10.8563995361328
"5",-0.201149433851242,0.173134326934814,0.182389929890633,7.64778614044189,1.18107330799103,11.5491123199463
"6",-0.505899667739868,0.265625,0.25,7.31255340576172,1.01784384250641,10.3441591262817
"7",-0.206885248422623,0.167181834578514,0.154824435710907,10.7209300994873,1.02136731147766,14.3629894256592
"8",-0.513535678386688,0.28571429848671,0.264462798833847,7.18083143234253,1.0904723405838,10.8056182861328
"9",NA,0.271889388561249,0.311224490404129,NA,1.01912403106689,11.1069402694702
"10",-0.518703281879425,0.224137932062149,0.169491529464722,6.74405908584595,0.977203667163849,10.3074512481689
"11",-0.430107533931732,0.328467160463333,0.369127511978149,7.14519596099854,1.02290081977844,10.8003101348877
"12",NA,0.181818187236786,0.197802200913429,NA,0.998773753643036,10.6001787185669
"13",-0.485353946685791,0.278378367424011,0.261627912521362,7.90137720108032,1.07227444648743,11.1494417190552
"14",-0.577708005905151,0.177142858505249,0.188481673598289,7.2435131072998,0.962800860404968,10.6943960189819
"15",-0.319630861282349,0.244274809956551,0.239669427275658,7.1921820640564,1.13278388977051,11.3481683731079
"16",-0.30006930232048,0.22600619494915,0.347517728805542,8.03300952911377,1.06878066062927,11.6696557998657
"17",-0.226183906197548,0.199335545301437,0.185277923941612,9.23493576049805,1.04819595813751,12.4468593597412
"18",NA,0.201298698782921,0.165605098009109,NA,1.03211355209351,10.7307281494141
"19",NA,0.215384617447853,0.10322580486536,NA,1.17884135246277,10.6163148880005
"20",-0.318656384944916,0.24731183052063,0.298474937677383,7.76811027526855,1.0345846414566,11.6146879196167
"21",-0.534169256687164,0.105263158679008,0.137404575943947,7.43838357925415,1.05241930484772,10.4875450134277
"22",-0.32883158326149,0.197879865765572,0.29217392206192,8.62855529785156,1.00108885765076,12.5612688064575
"23",-0.625598907470703,0.114035084843636,0.0791666656732559,7.37023067474365,1,10.9264059066772
"24",-0.312570512294769,0.311735928058624,0.314448118209839,10.276291847229,1.01303386688232,13.8484230041504
"25",-0.511715054512024,0.341317355632782,0.260869562625885,7.03878355026245,1.12386155128479,10.8779907226562
"26",-0.421886801719666,0.246153846383095,0.261538475751877,7.27517223358154,1.0516529083252,10.7793521881104
"27",-0.164153397083282,0.18035426735878,0.259259253740311,8.51959037780762,1.18348836898804,11.9563865661621
"28",-0.160010576248169,0.324840754270554,0.311258286237717,8.36567211151123,1.06619536876678,12.7963562011719
"29",0.0108007490634918,0.31497797369957,0.37654322385788,7.98139142990112,1.13120126724243,11.3143281936646
"30",-0.493897497653961,0.136904761195183,0.147651001811028,7.23056316375732,1.06237626075745,9.95180130004883
"31",-0.132597684860229,0.238556802272797,0.246693983674049,12.8578824996948,0.964791357517242,16.0548839569092
"32",-0.134584456682205,0.097435899078846,0.0633333325386047,7.78322410583496,1.00851583480835,12.3033351898193
